type	wavelength of EL (angstroms)	EL flux (erg/cm^2/s)	continuum flux density	EW observed
LAE	4.0570e+03	5.8627e-17	1.6513e+00	1.9492e+01
OII	3.9768e+03	2.9479e-15	1.4391e+03	1.0806e+00
OII	3.9190e+03	6.9922e-17	6.3103e+00	5.6767e+00
LAE	4.0986e+03	5.6404e-17	1.5420e-01	2.0497e+02
LAE	4.0267e+03	5.0511e-17	3.1140e-01	8.7729e+01
OII	4.1620e+03	4.4053e-16	2.0945e+01	1.2153e+01
LAE	4.0961e+03	1.1932e-16	1.1609e+00	5.7521e+01
LAE	3.8489e+03	1.1442e-16	8.3984e+00	6.7322e+00
LAE	3.9475e+03	5.1675e-17	3.0400e-02	8.8357e+02
LAE	3.9717e+03	5.7290e-17	1.0458e+00	2.8825e+01
LAE	4.0742e+03	5.3228e-17	1.6120e-01	1.8283e+02
LAE	3.9172e+03	8.1978e-17	2.1170e-01	1.9820e+02
LAE	3.8635e+03	5.9766e-17	1.0391e+00	2.8637e+01
LAE	4.0526e+03	5.0532e-17	1.0570e-01	2.6190e+02
LAE	4.1124e+03	9.4861e-17	1.1511e+00	4.6489e+01
LAE	3.8857e+03	5.8651e-17	2.9750e-01	9.9292e+01
LAE	3.9778e+03	9.1985e-17	1.1366e+00	4.2715e+01
LAE	4.0905e+03	1.5971e-16	1.1882e+00	7.5020e+01
LAE	4.1417e+03	1.8801e-16	1.4921e+00	7.2096e+01
LAE	3.9817e+03	5.8698e-17	4.1980e-01	7.3943e+01
LAE	4.1815e+03	1.2066e-16	3.6930e-01	1.9056e+02
OII	4.0571e+03	4.9022e-17	2.2387e+00	1.2023e+01
LAE	3.9179e+03	5.8643e-17	4.7690e-01	6.2962e+01
LAE	4.1090e+03	5.5777e-17	5.2990e-01	5.9281e+01
LAE	3.9724e+03	4.5100e-17	5.0680e-01	4.6840e+01
LAE	4.1200e+03	4.8783e-17	9.0870e-01	3.0397e+01
LAE	4.1116e+03	6.7093e-17	6.4330e-01	5.8813e+01
LAE	3.8638e+03	5.4295e-17	3.6300e-02	7.4482e+02
LAE	3.9653e+03	9.3362e-17	2.0380e-01	2.4027e+02
LAE	4.0408e+03	6.2657e-17	4.0206e+00	8.4878e+00
LAE	3.8714e+03	6.1659e-17	2.3380e-01	1.3184e+02
LAE	3.8821e+03	5.4857e-17	5.7640e-01	4.7844e+01
OII	4.0970e+03	2.0295e-16	4.0129e+01	2.8317e+00
LAE	4.1248e+03	4.6721e-17	1.6160e-01	1.6408e+02
LAE	4.1032e+03	5.1698e-17	1.0238e+00	2.8359e+01
LAE	4.0960e+03	5.1785e-17	5.2980e-01	5.4702e+01
LAE	3.8282e+03	6.9432e-17	-8.2600e-02	1.0000e+04
LAE	4.1917e+03	5.6279e-17	1.6550e-01	1.9930e+02
LAE	3.9789e+03	9.7280e-17	8.1340e-01	6.3157e+01
LAE	4.0400e+03	5.6666e-17	7.0600e-02	4.3699e+02
LAE	4.1095e+03	8.7401e-17	1.9390e-01	2.5391e+02
OII	3.9680e+03	3.8350e-16	9.9639e+00	2.0215e+01
OII	4.1024e+03	3.5123e-16	3.7557e+02	5.2500e-01
OII	4.0239e+03	9.7380e-15	1.2716e+04	4.1360e-01
LAE	4.0833e+03	9.8944e-17	2.1640e-01	2.5429e+02
LAE	4.1709e+03	7.5680e-17	5.1339e+00	8.5540e+00
LAE	4.1598e+03	6.6605e-17	2.7460e-01	1.4000e+02
LAE	3.8259e+03	6.4675e-17	8.5100e-02	3.7108e+02
LAE	3.8944e+03	5.3598e-17	2.7100e-01	1.0005e+02
LAE	3.8908e+03	1.0894e-16	1.8459e+00	2.9801e+01
LAE	3.8987e+03	1.1507e-16	3.6234e+00	1.6101e+01
OII	4.1492e+03	1.1936e-15	1.9906e+02	3.4434e+00
LAE	4.0217e+03	6.7276e-17	2.1560e-01	1.6835e+02
LAE	4.0955e+03	4.6841e-17	5.0690e-01	5.1702e+01
LAE	4.0310e+03	7.0331e-17	2.2000e-03	1.7328e+04
LAE	3.9936e+03	5.8384e-17	4.7180e-01	6.5834e+01
LAE	3.9915e+03	1.1959e-16	1.9660e-01	3.2326e+02
LAE	4.0145e+03	1.4190e-16	6.3880e-01	1.1941e+02
LAE	3.9266e+03	1.3077e-16	4.3890e-01	1.5323e+02
OII	4.0813e+03	1.7080e-15	2.4844e+04	3.8200e-02
LAE	4.0247e+03	1.2850e-16	1.0041e+00	6.9147e+01
LAE	3.8404e+03	8.3061e-17	3.7000e-02	1.1044e+03
LAE	3.8898e+03	5.0150e-17	1.1965e+00	2.1154e+01
LAE	4.0245e+03	9.4913e-17	2.6930e-01	1.9041e+02
OII	4.0197e+03	5.3205e-16	5.0087e+02	5.7250e-01
OII	4.0652e+03	2.7326e-16	1.7332e+01	8.6908e+00
LAE	4.0075e+03	5.9281e-17	1.0400e-02	3.0536e+03
LAE	4.1090e+03	4.9419e-17	2.8180e-01	9.8767e+01
LAE	3.8056e+03	6.8860e-17	5.1132e+00	6.5058e+00
OII	3.9663e+03	3.0897e-16	1.8271e+02	8.8740e-01
LAE	4.1245e+03	5.7754e-17	1.4330e-01	2.2869e+02
OII	4.1755e+03	3.7188e-16	3.3464e+01	6.4628e+00
LAE	3.9677e+03	1.2639e-16	8.3480e-01	7.9504e+01
LAE	4.1426e+03	5.7878e-17	1.6590e-01	1.9971e+02
OII	4.1841e+03	6.3843e-17	6.7830e+01	5.4960e-01
LAE	4.0424e+03	8.6609e-17	2.6615e+00	1.7738e+01
OII	4.0856e+03	1.9450e-16	6.1661e+00	1.7563e+01
LAE	4.1142e+03	8.4420e-17	1.2470e-01	3.8223e+02
LAE	4.0334e+03	1.0299e-16	7.3510e-01	7.6027e+01
OII	3.8850e+03	1.6455e-16	1.4701e+01	5.6351e+00
LAE	3.8174e+03	6.6116e-17	2.3520e-01	1.3664e+02
OII	4.0958e+03	5.8496e-17	5.4857e+00	5.9671e+00
LAE	3.9651e+03	6.2322e-17	6.8600e-02	4.7644e+02
LAE	3.9079e+03	7.5836e-17	7.5780e-01	5.0979e+01
LAE	3.9589e+03	4.7951e-17	1.1760e-01	2.1317e+02
OII	4.0090e+03	4.5318e-16	6.0099e+01	4.0425e+00
LAE	3.8457e+03	8.3851e-17	9.9820e-01	4.1439e+01
OII	4.1011e+03	1.3766e-15	3.9991e+01	1.9312e+01
LAE	4.1851e+03	8.6008e-17	5.9510e-01	8.4438e+01
OII	4.1806e+03	1.3735e-15	3.2730e+01	2.4465e+01
LAE	4.1352e+03	9.7135e-17	4.8890e-01	1.1333e+02
LAE	4.0770e+03	9.1959e-17	1.0065e+01	5.0654e+00
LAE	4.0194e+03	1.1928e-16	1.4860e-01	4.3256e+02
OII	4.1711e+03	1.6360e-16	7.5324e+02	1.2600e-01
LAE	4.1382e+03	4.6661e-17	9.9900e-02	2.6680e+02
LAE	4.1353e+03	6.4164e-17	1.5749e+00	2.3240e+01
LAE	4.1048e+03	7.3798e-17	6.7860e-01	6.1121e+01
OII	3.9144e+03	1.4546e-16	7.1069e+00	1.0461e+01
LAE	4.1988e+03	5.3088e-17	-5.0600e-02	1.0000e+04
OII	3.9071e+03	4.9171e-16	2.6529e+01	9.4377e+00
LAE	3.8444e+03	7.9278e-17	6.7370e-01	5.8011e+01
LAE	3.9729e+03	9.5804e-17	4.3400e-02	1.1622e+03
OII	4.1182e+03	5.9177e-17	1.0864e+01	3.0814e+00
LAE	4.0050e+03	8.1169e-17	3.4420e-01	1.2617e+02
LAE	3.8665e+03	6.2980e-17	9.9400e-02	3.1595e+02
LAE	3.9565e+03	5.8680e-17	5.8940e+00	5.1985e+00
LAE	3.9393e+03	5.1478e-17	2.9260e-01	9.1068e+01
OII	4.1104e+03	3.0949e-16	3.4020e+01	5.1269e+00
LAE	3.8515e+03	5.9717e-17	7.5460e-01	3.9158e+01
LAE	4.0995e+03	4.8109e-17	1.2357e+00	2.1825e+01
LAE	3.9204e+03	2.9982e-16	1.2295e+00	1.2502e+02
LAE	3.9637e+03	4.7753e-17	4.1550e-01	6.0230e+01
LAE	3.9526e+03	5.0342e-17	1.0090e-01	2.6001e+02
LAE	4.0206e+03	6.2707e-17	2.1710e-01	1.5575e+02
OII	3.9389e+03	4.1396e-16	1.1282e+03	1.8990e-01
LAE	3.9815e+03	5.1074e-17	7.6910e-01	3.5116e+01
OII	4.1018e+03	9.7873e-16	1.9134e+02	2.8707e+00
OII	4.1318e+03	1.2357e-16	9.6612e+00	7.2836e+00
LAE	4.1451e+03	7.4773e-17	5.4070e-01	7.9258e+01
LAE	3.8185e+03	8.8442e-17	1.4370e-01	2.9934e+02
LAE	3.9447e+03	9.0765e-17	4.0433e+00	1.1652e+01
LAE	4.0049e+03	9.0324e-17	1.6220e-01	2.9793e+02
LAE	3.8078e+03	7.5850e-17	1.2430e-01	2.9512e+02
LAE	3.8431e+03	1.2321e-16	1.9780e-01	3.0688e+02
LAE	3.9253e+03	7.2939e-17	1.9380e-01	1.9343e+02
LAE	4.1681e+03	1.0002e-16	3.4380e-01	1.6860e+02
LAE	3.9846e+03	7.6318e-17	-6.5000e-03	1.0000e+04
LAE	4.0403e+03	6.0872e-17	6.7820e-01	4.8873e+01
LAE	3.9709e+03	2.6642e-16	3.2890e-01	4.2606e+02
LAE	3.8249e+03	7.5381e-17	5.8640e-01	6.2730e+01
OII	4.1656e+03	6.0933e-17	1.4357e+01	2.4565e+00
LAE	3.9891e+03	6.3648e-17	3.5740e-01	9.4530e+01
LAE	3.8384e+03	2.1093e-16	3.2140e-01	3.2254e+02
LAE	3.9538e+03	5.4188e-17	8.3790e-01	3.3722e+01
LAE	4.0270e+03	5.5632e-17	1.3490e-01	2.2308e+02
LAE	3.9603e+03	1.5783e-16	5.6890e-01	1.4514e+02
LAE	3.9207e+03	1.4410e-16	7.4210e-01	9.9567e+01
LAE	3.9511e+03	6.9874e-17	6.6700e-02	5.4551e+02
LAE	4.1143e+03	8.1542e-17	3.5170e-01	1.3091e+02
LAE	4.0316e+03	5.1987e-17	1.7200e-01	1.6387e+02
LAE	3.9735e+03	5.4291e-17	1.9577e+00	1.4605e+01
LAE	3.9994e+03	6.4953e-17	2.2840e-01	1.5173e+02
LAE	3.8354e+03	1.0966e-16	2.0530e-01	2.6210e+02
LAE	3.9875e+03	1.0950e-16	2.5154e+00	2.3088e+01
OII	3.8640e+03	1.8752e-16	8.9944e+01	1.0383e+00
OII	4.0566e+03	1.8577e-16	1.0106e+02	1.0090e+00
LAE	4.0767e+03	9.8335e-17	1.6821e+00	3.2408e+01
LAE	3.8720e+03	8.8460e-17	1.6290e-01	2.7157e+02
LAE	4.0101e+03	1.6901e-16	9.5450e-01	9.4979e+01
LAE	4.1170e+03	6.4787e-17	1.5680e-01	2.3361e+02
OII	4.1316e+03	2.3849e-16	1.3210e+02	1.0280e+00
LAE	4.0229e+03	1.1910e-16	1.2888e+00	4.9887e+01
LAE	4.1034e+03	6.9220e-17	5.8900e-02	6.6006e+02
OII	3.8301e+03	2.6837e-16	3.0901e+02	4.2500e-01
LAE	4.1819e+03	4.8427e-17	3.9850e-01	7.0891e+01
OII	3.8684e+03	5.0777e-16	1.7573e+02	1.4423e+00
LAE	3.9917e+03	5.7621e-17	1.7660e-01	1.7342e+02
LAE	4.0893e+03	5.9818e-17	6.8210e-01	4.8918e+01
LAE	3.9966e+03	6.6650e-17	4.6480e-01	7.6400e+01
LAE	4.0695e+03	2.3410e-16	1.9291e+00	6.7036e+01
LAE	3.9217e+03	8.6120e-17	4.5730e-01	9.6613e+01
OII	4.1176e+03	4.7650e-17	3.1640e+01	8.5170e-01
LAE	4.1695e+03	8.7796e-17	1.4680e+00	3.4681e+01
LAE	3.9408e+03	7.2173e-17	7.1430e-01	5.2341e+01
OII	4.1701e+03	5.8446e-16	7.9685e+02	4.2550e-01
LAE	3.9964e+03	1.0726e-16	1.3350e+00	4.2803e+01
LAE	3.9068e+03	6.8225e-17	8.1600e-02	4.2567e+02
OII	4.1489e+03	1.4204e-15	6.1908e+01	1.3174e+01
LAE	3.8694e+03	1.8965e-16	8.1270e-01	1.1655e+02
LAE	3.8478e+03	7.2773e-17	1.1420e-01	3.1472e+02
LAE	3.9350e+03	4.7831e-17	3.2570e-01	7.5852e+01
LAE	3.9720e+03	5.7464e-17	3.6880e-01	8.1998e+01
LAE	3.8824e+03	1.3002e-16	4.3414e+00	1.5058e+01
LAE	3.8538e+03	8.9101e-17	6.5030e-01	6.7877e+01
LAE	4.0892e+03	1.1625e-16	6.9430e-01	9.3391e+01
LAE	3.9813e+03	1.5823e-16	2.5866e+00	3.2343e+01
LAE	3.9485e+03	6.9179e-17	1.1995e+00	2.9992e+01
LAE	3.8295e+03	1.2539e-16	2.8760e-01	2.1327e+02
LAE	3.9594e+03	7.7368e-17	2.0130e-01	2.0098e+02
LAE	3.8927e+03	7.0808e-17	1.2660e-01	2.8270e+02
LAE	4.1484e+03	4.9027e-17	1.3870e-01	2.0291e+02
LAE	3.9520e+03	5.4146e-17	2.2990e-01	1.2270e+02
OII	3.9303e+03	3.8360e-16	9.8378e+01	2.0091e+00
OII	3.8895e+03	7.1560e-16	5.0027e+02	7.2180e-01
LAE	4.1803e+03	6.2581e-17	6.6087e+00	5.5196e+00
LAE	4.0856e+03	1.5651e-16	5.7020e-01	1.5283e+02
LAE	4.0324e+03	5.4535e-17	3.7800e-01	7.8250e+01
LAE	4.0312e+03	1.0981e-16	4.4170e-01	1.3476e+02
OII	4.1713e+03	1.9180e-16	3.5993e+01	3.0929e+00
LAE	3.9901e+03	5.5357e-17	9.9600e-02	2.9517e+02
LAE	3.8478e+03	9.7352e-17	1.6960e-01	2.8349e+02
LAE	4.0224e+03	6.8580e-17	3.8000e-02	9.7399e+02
OII	3.8703e+03	8.3125e-16	3.4920e+02	1.1894e+00
LAE	3.8229e+03	6.4833e-17	1.3492e+01	2.3426e+00
LAE	3.8802e+03	5.4734e-17	3.9500e-02	6.9589e+02
OII	4.0514e+03	7.4941e-16	3.6691e+02	1.1183e+00
OII	3.9074e+03	2.1892e-16	7.2236e+02	1.5430e-01
LAE	3.8050e+03	1.1831e-16	6.0350e-01	9.4674e+01
LAE	4.0331e+03	1.0342e-16	3.4820e-01	1.6115e+02
LAE	3.9020e+03	6.9723e-17	6.8990e-01	5.1326e+01
LAE	4.1932e+03	5.2033e-17	4.3240e-01	7.0576e+01
LAE	4.1947e+03	4.3747e-17	-2.2000e-03	1.0000e+04
LAE	3.9588e+03	8.8102e-17	1.9376e+00	2.3770e+01
LAE	4.0163e+03	7.7830e-17	2.3180e-01	1.8066e+02
LAE	4.0069e+03	5.9935e-17	1.6080e-01	1.9962e+02
LAE	4.1340e+03	4.7333e-17	2.3390e-01	1.1536e+02
OII	3.9984e+03	6.1919e-17	8.6300e+00	3.8262e+00
LAE	3.9208e+03	7.9578e-17	8.9000e-02	4.5849e+02
LAE	3.8349e+03	7.2966e-17	8.2966e+01	4.3140e-01
LAE	4.0377e+03	7.2970e-17	1.4908e+00	2.6618e+01
LAE	4.0971e+03	5.6606e-17	1.6903e+00	1.8752e+01
OII	4.1441e+03	2.1249e-16	2.0225e+01	6.0188e+00
LAE	3.9679e+03	5.2583e-17	1.2190e-01	2.2654e+02
OII	3.9582e+03	6.3908e-16	3.3652e+01	9.9248e+00
OII	3.9580e+03	6.3820e-17	4.1886e+00	7.9619e+00
LAE	3.9375e+03	6.4829e-17	3.5450e-01	9.4574e+01
LAE	3.8128e+03	8.8349e-17	2.8796e+01	1.4877e+00
LAE	3.9830e+03	1.2567e-16	7.3320e-01	9.0701e+01
OII	4.0285e+03	9.8135e-15	3.6234e+02	1.4661e+01
LAE	4.1499e+03	4.9161e-17	1.7910e-01	1.5768e+02
LAE	4.1951e+03	4.9236e-17	1.7950e-01	1.6102e+02
LAE	4.1455e+03	7.4385e-17	1.4030e+00	3.0392e+01
LAE	3.8414e+03	1.0648e-16	1.8120e-01	2.8925e+02
LAE	3.8202e+03	7.1100e-17	6.2810e-01	5.5105e+01
LAE	4.1303e+03	1.5415e-16	3.8100e-01	2.3023e+02
LAE	4.1976e+03	4.6720e-17	2.1164e+00	1.2974e+01
LAE	4.1413e+03	8.8629e-17	4.1490e-01	1.2220e+02
LAE	3.9688e+03	7.8891e-17	2.2440e-01	1.8472e+02
LAE	4.1949e+03	6.4809e-17	1.2980e-01	2.9308e+02
LAE	4.1243e+03	1.3854e-16	4.6120e-01	1.7044e+02
LAE	4.1091e+03	8.3112e-17	1.0000e-01	4.6809e+02
LAE	3.8637e+03	5.8456e-17	2.8410e-01	1.0246e+02
LAE	4.0411e+03	8.6308e-17	3.4200e-02	1.3747e+03
LAE	3.8291e+03	7.3974e-17	9.9100e-02	3.6507e+02
LAE	4.1302e+03	6.6379e-17	3.3420e-01	1.1302e+02
LAE	3.9326e+03	1.2452e-16	1.7380e-01	3.6960e+02
LAE	4.1058e+03	5.4431e-17	2.1710e-01	1.4098e+02
LAE	3.8360e+03	8.0259e-17	1.0272e+00	3.8351e+01
LAE	4.1922e+03	5.0051e-17	1.7610e-01	1.6662e+02
LAE	4.1638e+03	5.9163e-17	9.6340e-01	3.5515e+01
LAE	3.9347e+03	5.1529e-17	2.2310e-01	1.1927e+02
LAE	3.9118e+03	5.9800e-17	2.2370e-01	1.3645e+02
LAE	4.0755e+03	6.0972e-17	8.3300e-01	4.0553e+01
LAE	3.9073e+03	6.8828e-17	-3.5300e-02	1.0000e+04
OII	4.0843e+03	1.2971e-16	7.7061e+00	9.3660e+00
LAE	4.1409e+03	5.1543e-17	4.3470e-01	6.7819e+01
OII	3.9620e+03	1.0826e-16	3.8769e+01	1.4621e+00
LAE	4.0613e+03	5.6627e-17	3.5800e-01	8.7027e+01
LAE	4.0813e+03	5.7452e-17	1.4580e-01	2.1894e+02
OII	4.1696e+03	8.2536e-17	5.6693e+01	8.4430e-01
LAE	4.1798e+03	4.8130e-17	1.1100e-01	2.5269e+02
OII	4.0758e+03	2.1547e-14	1.4962e+03	7.9797e+00
OII	4.1251e+03	5.0178e-17	6.1760e-01	4.6116e+01
LAE	4.1617e+03	4.7467e-17	4.0830e-01	6.7163e+01
OII	4.1224e+03	8.9507e-16	1.7759e+01	2.8571e+01
LAE	4.1915e+03	7.4043e-17	4.8730e-01	8.9043e+01
LAE	4.0649e+03	7.1403e-17	2.5610e-01	1.5367e+02
LAE	3.9947e+03	5.0633e-17	2.6830e-01	1.0045e+02
LAE	4.1292e+03	7.6647e-17	8.9320e-01	4.8804e+01
LAE	4.1289e+03	6.8131e-17	1.7665e+00	2.1932e+01
LAE	3.9992e+03	5.8045e-17	4.4381e+00	6.9774e+00
LAE	4.0998e+03	6.2967e-17	1.0970e+00	3.2182e+01
OII	4.1280e+03	1.8906e-16	2.5436e+01	4.2249e+00
LAE	3.9500e+03	5.5581e-17	1.1602e+00	2.4933e+01
LAE	3.8374e+03	7.6519e-17	9.6700e-02	3.8868e+02
LAE	4.1122e+03	7.1775e-17	3.6690e-01	1.1035e+02
LAE	3.8579e+03	7.2612e-17	6.4300e-02	5.6065e+02
LAE	4.1493e+03	4.4735e-17	1.6897e+00	1.5204e+01
OII	4.1134e+03	1.4986e-15	2.8669e+02	2.9502e+00
LAE	3.9321e+03	5.1838e-17	1.5870e-01	1.6846e+02
LAE	3.9965e+03	4.9755e-17	2.4560e-01	1.0793e+02
LAE	3.8010e+03	1.1217e-16	5.3730e-01	1.0061e+02
LAE	4.1532e+03	6.5146e-17	1.8740e-01	2.0001e+02
LAE	3.8456e+03	7.5444e-17	1.4100e-02	2.6394e+03
LAE	4.0828e+03	5.3423e-17	3.9460e-01	7.5278e+01
LAE	3.9093e+03	7.2073e-17	7.7200e-02	4.7592e+02
OII	4.1511e+03	1.0213e-16	2.5384e+02	2.3130e-01
LAE	3.9355e+03	9.4755e-17	3.0670e-01	1.5961e+02
OII	3.9793e+03	1.2686e-15	2.9177e+02	2.2965e+00
LAE	3.8782e+03	5.4771e-17	4.3940e-01	6.2535e+01
LAE	4.0606e+03	5.5229e-17	4.0445e+00	7.5105e+00
OII	4.1348e+03	7.1106e-17	1.1274e+01	3.5966e+00
LAE	3.9660e+03	4.6600e-17	7.5900e-02	3.2213e+02
LAE	3.9345e+03	6.0944e-17	2.7866e+00	1.1293e+01
LAE	3.9301e+03	1.5085e-16	4.7910e-01	1.6222e+02
LAE	4.1079e+03	5.9804e-17	3.7316e+00	9.0208e+00
OII	4.0851e+03	2.1529e-15	1.5574e+02	7.6951e+00
OII	4.1260e+03	1.3055e-16	1.2876e+01	5.7575e+00
LAE	4.0732e+03	1.4075e-16	4.8060e-01	1.6207e+02
LAE	4.1887e+03	5.3198e-17	7.3600e-02	4.2301e+02
LAE	3.8128e+03	8.4705e-17	2.3400e-02	1.7554e+03
LAE	4.1120e+03	4.4239e-17	7.8170e-01	3.1920e+01
LAE	4.1206e+03	4.9249e-17	6.1030e-01	4.5703e+01
LAE	3.9265e+03	7.4299e-17	3.8710e-01	9.8706e+01
LAE	4.0267e+03	8.3732e-17	8.6550e-01	5.2325e+01
LAE	3.9309e+03	1.4237e-16	1.7776e+00	4.1281e+01
LAE	3.8436e+03	1.3065e-16	7.5050e-01	8.5784e+01
LAE	4.0122e+03	5.5496e-17	1.5580e-01	1.9127e+02
LAE	4.0268e+03	5.0345e-17	1.1680e-01	2.3313e+02
LAE	3.9794e+03	5.7155e-17	9.3800e-02	3.2186e+02
LAE	4.1904e+03	1.2708e-16	1.2994e+01	5.7282e+00
LAE	3.9912e+03	7.8611e-17	1.3590e+00	3.0736e+01
LAE	3.8971e+03	1.1500e-16	1.4918e+00	3.9052e+01
OII	4.1026e+03	6.8053e-17	1.3401e+01	2.8511e+00
LAE	3.8712e+03	8.8905e-17	3.9410e-01	1.1277e+02
LAE	4.0305e+03	4.9490e-17	2.9410e-01	9.1186e+01
LAE	3.9489e+03	8.0670e-17	4.9890e-01	8.4108e+01
OII	4.0046e+03	4.3693e-16	5.7980e+02	4.0310e-01
LAE	3.9532e+03	7.1084e-17	5.0700e-01	7.3087e+01
LAE	4.1862e+03	9.6618e-17	4.0100e-01	1.4085e+02
LAE	4.1996e+03	4.3064e-17	6.9600e-02	3.6400e+02
OII	4.1835e+03	1.4762e-15	1.2360e+01	6.9723e+01
OII	4.1843e+03	6.1422e-16	1.1419e+02	3.1413e+00
OII	4.1219e+03	9.5209e-16	2.7570e+02	1.9571e+00
LAE	4.1745e+03	4.8298e-17	1.1080e-01	2.5339e+02
LAE	4.1444e+03	1.1146e-16	2.3530e-01	2.7140e+02
LAE	3.8931e+03	6.7188e-17	7.9130e-01	4.2926e+01
LAE	3.9310e+03	6.7948e-17	-1.2080e-01	1.0000e+04
OII	3.9111e+03	2.5872e-16	2.7067e+01	4.8770e+00
LAE	3.9685e+03	5.2118e-17	5.2457e+00	5.2194e+00
LAE	4.1184e+03	8.5624e-17	2.5000e-02	1.9377e+03
LAE	3.9332e+03	8.0743e-17	2.1740e-01	1.9166e+02
LAE	3.9991e+03	5.4911e-17	3.2600e-02	8.9854e+02
LAE	4.1777e+03	1.1160e-16	3.3700e-01	1.9279e+02
LAE	4.1526e+03	1.7360e-16	3.5850e-01	2.7853e+02
LAE	4.1892e+03	4.6092e-17	7.6660e-01	3.5197e+01
LAE	4.0807e+03	1.2325e-16	1.5219e+00	4.4982e+01
LAE	3.9375e+03	1.2761e-16	7.3690e-01	8.9557e+01
OII	3.9898e+03	1.1811e-16	2.4561e+02	2.5530e-01
LAE	3.9445e+03	7.6106e-17	1.1186e+01	3.5310e+00
LAE	4.1093e+03	4.6677e-17	9.1500e-02	2.8735e+02
LAE	4.0389e+03	5.9393e-17	3.9280e-01	8.2277e+01
LAE	3.9311e+03	9.7973e-17	1.0181e+00	4.9605e+01
LAE	4.0308e+03	1.3532e-16	1.8818e+00	3.8971e+01
LAE	4.0291e+03	6.5609e-17	3.6550e-01	9.7201e+01
LAE	3.9296e+03	6.1503e-17	3.8370e-01	8.2564e+01
OII	4.0016e+03	1.2581e-16	5.3359e+00	1.2594e+01
LAE	3.8893e+03	8.7779e-17	1.5580e-01	2.8429e+02
LAE	4.0434e+03	1.0173e-16	3.7290e-01	1.4878e+02
LAE	4.0394e+03	4.8390e-17	2.7030e-01	9.7437e+01
OII	4.1119e+03	5.2665e-16	6.0038e+01	4.9471e+00
LAE	4.1658e+03	5.4945e-17	4.4110e-01	7.2106e+01
LAE	3.8448e+03	1.0186e-16	4.8480e-01	1.0360e+02
LAE	4.1896e+03	9.0612e-17	1.0212e+00	5.1951e+01
OII	3.9690e+03	1.2834e-16	6.8560e+00	9.8361e+00
OII	4.1508e+03	4.7445e-16	2.8923e+01	9.4274e+00
LAE	4.1647e+03	8.8863e-17	7.8980e-01	6.5094e+01
LAE	3.8062e+03	1.0573e-16	1.8730e-01	2.7279e+02
LAE	4.1087e+03	6.2643e-17	1.7860e-01	1.9751e+02
OII	4.1129e+03	2.4198e-15	6.3814e+02	2.1396e+00
OII	4.1932e+03	5.0055e-16	9.7467e+01	3.0120e+00
LAE	3.8655e+03	6.1224e-17	9.9900e-02	3.0546e+02
LAE	3.9973e+03	8.1351e-17	2.3160e-01	1.8722e+02
LAE	3.9995e+03	4.9325e-17	1.4000e-02	1.8798e+03
LAE	3.9865e+03	5.4303e-17	4.9600e-02	5.8036e+02
LAE	4.1568e+03	7.4791e-17	1.3938e+00	3.0928e+01
LAE	4.0016e+03	7.8812e-17	4.2530e-01	9.8981e+01
LAE	3.8252e+03	1.7368e-16	6.7955e+00	1.2474e+01
OII	3.9433e+03	7.3190e-17	3.3396e+00	1.1367e+01
LAE	3.9620e+03	4.9220e-17	6.7400e-02	3.8238e+02
LAE	3.9296e+03	6.1251e-17	1.6710e-01	1.8880e+02
LAE	3.8778e+03	1.0035e-16	7.5800e-02	6.6403e+02
LAE	3.8589e+03	5.7037e-17	3.8750e-01	7.3112e+01
OII	4.1635e+03	5.9123e-16	2.3994e+01	1.4248e+01
LAE	4.0448e+03	1.6633e-16	8.0730e-01	1.1244e+02
LAE	4.0660e+03	6.1521e-17	2.9560e-01	1.1477e+02
LAE	3.8429e+03	1.1345e-16	3.4000e-01	1.6437e+02
LAE	4.0130e+03	6.7840e-17	2.6590e-01	1.3705e+02
OII	3.8687e+03	8.0692e-15	8.1356e+03	4.9520e-01
LAE	4.0483e+03	6.8125e-17	1.1420e-01	3.2611e+02
LAE	3.9049e+03	9.6791e-17	1.8701e+00	2.6325e+01
LAE	4.0493e+03	7.5588e-17	6.6010e-01	6.2630e+01
LAE	3.8444e+03	1.2863e-16	1.6750e-01	3.7859e+02
OII	3.9637e+03	7.0546e-17	9.7160e-01	3.8051e+01
LAE	3.9152e+03	6.1696e-17	5.9065e+00	5.3410e+00
LAE	3.9335e+03	6.4140e-17	1.5640e-01	2.1165e+02
OII	4.1938e+03	5.2280e-17	9.1159e+00	3.3646e+00
LAE	4.0490e+03	5.1992e-17	-0.0000e+00	1.0000e+04
OII	4.1507e+03	2.5512e-15	8.6882e+01	1.6875e+01
LAE	4.1262e+03	5.3746e-17	2.0000e-01	1.5262e+02
OII	4.0617e+03	7.2579e-16	2.5073e+02	1.5929e+00
LAE	4.1899e+03	6.9461e-17	1.1370e-01	3.5773e+02
LAE	4.0597e+03	1.0591e-16	1.6230e-01	3.5874e+02
LAE	4.0092e+03	4.9366e-17	3.1990e-01	8.2738e+01
OII	3.9348e+03	6.0304e-17	1.9898e+00	1.5652e+01
LAE	3.8859e+03	5.0412e-17	6.6860e-01	3.7977e+01
OII	4.1444e+03	2.2518e-16	5.2595e+01	2.4529e+00
LAE	3.8661e+03	5.7235e-17	6.2200e-02	4.5878e+02
LAE	4.0087e+03	5.6399e-17	1.0200e-01	2.9639e+02
